iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,Brazil,11/18/2021,21995851,11402,8869.143,612408,272,265,102787.501,53.282,41.446,2861.807,1.271,1.238,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30465,0.142,NULL,NULL,tests performed,298447729,162397679,127639599,13268488,1194499,918074,139.47,75.89,59.65,6.2,4290,100984,0.047,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/19/2021,22008224,12373,8551.143,612646,238,210.286,102845.32,57.82,39.96,2862.92,1.112,0.983,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30465,0.142,NULL,NULL,tests performed,299734733,162554502,128377050,13665714,1287004,925889,140.07,75.96,59.99,6.39,4327,115907,0.054,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/20/2021,22016439,8215,8387.857,612853,207,196,102883.709,38.389,39.197,2863.887,0.967,0.916,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30465,0.142,NULL,NULL,tests performed,300573489,162688776,128851409,13896415,838756,948149,140.46,76.03,60.21,6.49,4431,124937,0.058,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/21/2021,22021527,5088,8500.143,612949,96,200.429,102907.486,23.776,39.722,2864.335,0.449,0.937,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30465,0.142,NULL,NULL,tests performed,301182753,162812584,129200205,14033709,609264,977596,140.74,76.08,60.38,6.56,4568,129156,0.06,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/22/2021,22025668,4141,8699.857,613075,126,208.429,102926.837,19.351,40.655,2864.924,0.589,0.974,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65182444,304.6,NULL,30465,0.142,NULL,NULL,tests performed,302331069,162957786,129832016,14406374,1148316,1057549,141.28,76.15,60.67,6.73,4942,140666,0.066,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/23/2021,22038108,12440,9538.714,613370,295,230.143,102984.97,58.133,44.575,2866.303,1.379,1.075,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26756,0.125,NULL,NULL,tests performed,303515430,163108526,130530871,14741803,1184361,1127258,141.83,76.22,61,6.89,5268,154349,0.072,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/24/2021,22050362,12254,9416.143,613641,271,215,103042.233,57.263,44.002,2867.569,1.266,1.005,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65191446,304.642,NULL,23047,0.108,NULL,NULL,tests performed,304659197,163216460,131215922,15093083,1143767,1057995,142.37,76.27,61.32,7.05,4944,136989,0.064,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/25/2021,22062645,12283,9542,613929,288,217.286,103099.632,57.399,44.59,2868.915,1.346,1.015,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22544,0.105,NULL,NULL,tests performed,305503188,163342820,131709249,15316348,843991,1007923,142.76,76.33,61.55,7.16,4710,135020,0.063,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/26/2021,22073524,10879,9328.571,614234,305,226.857,103150.47,50.838,43.593,2870.34,1.425,1.06,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22042,0.103,NULL,NULL,tests performed,306741882,163546806,132395866,15662595,1238694,1001021,143.34,76.43,61.87,7.32,4678,141758,0.066,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/27/2021,22081833,8309,9342,614461,227,229.714,103189.298,38.828,43.656,2871.401,1.061,1.073,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21540,0.101,NULL,NULL,tests performed,307205318,163607249,132667094,15794900,463436,947404,143.56,76.45,62,7.38,4427,131210,0.061,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/28/2021,22085369,3536,9120.286,614541,80,227.429,103205.822,16.524,42.619,2871.775,0.374,1.063,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21038,0.098,NULL,NULL,tests performed,307583387,163684746,132895365,15889956,378069,914376,143.73,76.49,62.1,7.43,4273,124595,0.058,56.02,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/29/2021,22089858,4489,9170,614659,118,226.286,103226.799,20.977,42.852,2872.326,0.551,1.057,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20535,0.096,NULL,NULL,tests performed,307817825,163706613,133029594,15967140,234438,783822,143.84,76.5,62.17,7.46,3663,106975,0.05,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,11/30/2021,22100143,10285,8862.143,614985,326,230.714,103274.862,48.062,41.413,2873.85,1.523,1.078,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23742,0.111,NULL,NULL,tests performed,309486607,163926497,133911230,16537956,1668782,853025,144.62,76.6,62.58,7.73,3986,116853,0.055,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,702891.5,26.88,14.04,3284.640392
BRA,South America,Brazil,12/1/2021,22112425,12282,8866.143,615253,268,230.286,103332.256,57.394,41.432,2875.102,1.252,1.076,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65380088,305.524,NULL,26949,0.126,NULL,NULL,tests performed,310770495,164159539,134636857,16866381,1283888,873043,145.22,76.71,62.92,7.88,4080,134726,0.063,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/2/2021,22124356,11931,8815.857,615449,196,217.143,103388.01,55.754,41.197,2876.018,0.916,1.015,0.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24032,0.112,NULL,NULL,tests performed,311950389,164290464,135324508,17229559,1179894,921029,145.78,76.77,63.24,8.05,4304,135378,0.063,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/3/2021,22134978,10622,8779.143,615683,234,207,103437.647,49.637,41.025,2877.112,1.093,0.967,0.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21115,0.099,NULL,NULL,tests performed,313665030,164457496,136438552,17665501,1714641,989021,146.58,76.85,63.76,8.26,4622,130099,0.061,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/4/2021,22142385,7407,8650.286,615829,146,195.429,103472.26,34.613,40.423,2877.794,0.682,0.913,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18198,0.085,NULL,NULL,tests performed,314450780,164543599,136830588,17974402,785750,1035066,146.94,76.89,63.94,8.4,4837,133764,0.063,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/5/2021,22147078,4693,8815.571,615900,71,194.143,103494.191,21.931,41.196,2878.126,0.332,0.907,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15281,0.071,NULL,NULL,tests performed,314612221,164589731,136905306,18014777,161441,1004119,147.02,76.91,63.98,8.42,4692,129284,0.06,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/6/2021,22153095,6017,9033.857,616032,132,196.143,103522.308,28.118,42.216,2878.742,0.617,0.917,0.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12364,0.058,NULL,NULL,tests performed,315518302,164604790,137355248,18457123,906081,1100068,147.44,76.92,64.19,8.63,5141,128311,0.06,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/7/2021,22163231,10136,9012.571,616293,261,186.857,103569.674,47.366,42.116,2879.962,1.22,0.873,0.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9448,0.044,NULL,NULL,tests performed,316677030,164711745,137905915,18958874,1158728,1027203,147.98,76.97,64.44,8.86,4800,112178,0.052,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/8/2021,22173363,10132,8705.429,616533,240,182.857,103617.022,47.347,40.681,2881.084,1.122,0.854,0.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,317474217,164800426,138249795,19322836,797187,957675,148.36,77.01,64.6,9.03,4475,91555,0.043,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/9/2021,22182116,8753,8251.429,616733,200,183.429,103657.925,40.903,38.559,2882.018,0.935,0.857,0.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,318799260,164914808,138924356,19859727,1325043,978410,148.98,77.07,64.92,9.28,4572,89192,0.042,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/10/2021,22189181,7065,7743.286,616961,228,182.571,103690.94,33.015,36.185,2883.084,1.065,0.853,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,319739095,NULL,139320682,20304256,939835,867724,149.42,NULL,65.11,9.49,4055,65877,0.031,61.57,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/11/2021,22191865,2684,7068.571,617014,53,169.286,103703.482,12.542,33.032,2883.331,0.248,0.791,0.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,319980117,NULL,139389518,20456996,241022,789905,149.53,NULL,65.14,9.56,3691,54123,0.025,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/12/2021,22193480,1615,6628.857,617096,82,170.857,103711.029,7.547,30.977,2883.715,0.383,0.798,0.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,320112450,NULL,139421689,20544800,132333,785747,149.59,NULL,65.15,9.6,3672,48079,0.022,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/13/2021,22196250,2770,6165,617141,45,158.429,103723.973,12.944,28.809,2883.925,0.21,0.74,0.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,320737938,NULL,139783903,20966748,625488,745662,149.88,NULL,65.32,9.8,3485,46475,0.022,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/14/2021,22200629,4379,5342.571,617254,113,137.286,103744.437,20.463,24.966,2884.453,0.528,0.642,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,321601407,164933940,140151965,21417495,863469,703482,150.29,77.07,65.49,10.01,3287,31742,0.015,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/15/2021,22205707,5078,4620.571,617552,298,145.571,103768.166,23.73,21.592,2885.845,1.393,0.68,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,322902290,165135181,140902990,21767091,1300883,775439,150.89,77.17,65.84,10.17,3624,47822,0.022,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/16/2021,22209368,3661,3893.143,617675,123,134.571,103785.274,17.108,18.193,2886.42,0.575,0.629,0.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,323831095,165279022,141175069,22280659,928805,718834,151.33,77.24,65.97,10.41,3359,52031,0.024,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/17/2021,22213731,4363,3507.143,617873,198,130.286,103805.663,20.388,16.389,2887.346,0.925,0.609,0.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,324589549,165393977,141411665,22689115,758454,692922,151.68,77.29,66.08,10.6,3238,67906,0.032,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/18/2021,22216112,2381,3463.857,618011,138,142.429,103816.789,11.127,16.187,2887.99,0.645,0.666,0.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6531,0.031,NULL,NULL,tests performed,324798686,165409165,141474540,22820476,209137,688367,151.78,77.3,66.11,10.66,3217,69529,0.032,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/19/2021,22217570,1458,3441.429,618066,55,138.571,103823.603,6.813,16.082,2888.247,0.257,0.648,0.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65497639,306.073,NULL,6531,0.031,NULL,NULL,tests performed,324846680,165417886,141488098,22846232,47994,676319,151.8,77.3,66.12,10.68,3160,70228,0.033,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/20/2021,22220209,2639,3422.714,618149,83,144,103835.935,12.332,15.994,2888.635,0.388,0.673,0.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12776,0.06,NULL,NULL,tests performed,325593485,165471288,141702263,23326643,746805,693650,152.15,77.33,66.22,10.9,3241,77311,0.036,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/21/2021,22223943,3734,3330.571,618220,71,138,103853.384,17.449,15.564,2888.967,0.332,0.645,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19021,0.089,NULL,NULL,tests performed,326335565,165554570,141915573,23775890,742080,676308,152.5,77.36,66.32,11.11,3160,88661,0.041,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/22/2021,22227169,3226,3066,618366,146,116.286,103868.459,15.075,14.328,2889.649,0.682,0.543,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25267,0.118,NULL,NULL,tests performed,327562756,165836442,142378728,24268862,1227191,665781,153.07,77.5,66.53,11.34,3111,100180,0.047,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/23/2021,22230943,3774,3082.143,618492,126,116.714,103886.095,17.636,14.403,2890.238,0.589,0.545,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31512,0.147,NULL,NULL,tests performed,328473878,165894312,NULL,24687765,911122,663255,153.5,77.52,NULL,11.54,3099,87899,0.041,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/24/2021,22234623,3680,2984.571,618655,163,111.714,103903.292,17.197,13.947,2891,0.762,0.522,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37757,0.176,NULL,NULL,tests performed,NULL,NULL,NULL,NULL,NULL,574100,NULL,NULL,NULL,NULL,2683,73538,0.034,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/25/2021,22238297,3674,3169.286,618686,31,96.429,103920.461,17.169,14.81,2891.145,0.145,0.451,1.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44003,0.206,NULL,NULL,tests performed,NULL,NULL,NULL,NULL,NULL,563419,NULL,NULL,NULL,NULL,2633,73430,0.034,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/26/2021,22243266,4969,3670.857,618732,46,95.143,103943.681,23.22,17.154,2891.36,0.215,0.445,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50248,0.235,NULL,NULL,tests performed,NULL,NULL,NULL,NULL,NULL,575759,NULL,NULL,NULL,NULL,2691,74246,0.035,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/27/2021,22250218,6952,4287,618797,65,92.571,103976.168,32.487,20.033,2891.663,0.304,0.433,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50248,0.235,NULL,NULL,tests performed,329011365,165952037,142764283,25218893,NULL,488269,153.75,77.55,66.71,11.78,2282,68678,0.032,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/28/2021,22259270,9052,5046.714,618978,181,108.286,104018.468,42.3,23.583,2892.509,0.846,0.506,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50248,0.235,NULL,NULL,tests performed,329861730,166062249,142965728,25758909,850365,503738,154.15,77.6,66.81,12.04,2354,72526,0.034,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/29/2021,22269031,9761,5980.286,619095,117,104.143,104064.082,45.614,27.946,2893.056,0.547,0.487,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50248,0.235,NULL,NULL,tests performed,330718457,166143380,143282084,26219623,856727,450814,154.55,77.64,66.96,12.25,2107,43848,0.02,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/30/2021,22281649,12618,7243.714,619249,154,108.143,104123.046,58.964,33.85,2893.776,0.72,0.505,1.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50248,0.235,NULL,NULL,tests performed,331164041,166185628,143398692,26507937,445584,384309,154.75,77.66,67.01,12.39,1796,41617,0.019,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,12/31/2021,22291839,10190,8173.714,619334,85,97,104170.665,47.618,38.196,2894.173,0.397,0.453,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66100617,308.891,NULL,50248,0.235,NULL,NULL,tests performed,331273910,166195505,143436012,26571077,109869,380809,154.81,77.66,67.03,12.42,1780,40966,0.019,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,1/1/2022,22295621,3782,8189.143,619367,33,97.286,104188.338,17.673,38.268,2894.327,0.154,0.455,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331292259,166199307,143441284,26580353,18349,364234,154.81,77.67,67.03,12.42,1702,39448,0.018,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,1/2/2022,22297427,1806,7737.286,619401,34,95.571,104196.778,8.44,36.157,2894.486,0.159,0.447,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331335826,166206716,143462401,26595450,43567,351262,154.83,77.67,67.04,12.43,1641,38444,0.018,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,1/3/2022,22309081,11654,8409,619473,72,96.571,104251.237,54.46,39.296,2894.822,0.336,0.451,1.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332076818,166320650,143723393,27021302,740992,437922,155.18,77.72,67.16,12.63,2046,52659,0.025,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,1/4/2022,22328252,19171,9854.571,619654,181,96.571,104340.824,89.587,46.051,2895.668,0.846,0.451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332903332,166426973,143762375,27644424,826514,434515,155.57,77.77,67.18,12.92,2031,52103,0.024,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,1/5/2022,22328252,NULL,NULL,619654,NULL,NULL,104340.824,NULL,NULL,2895.668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,333627875,166475764,143877220,28208100,724543,415631,155.91,77.79,67.23,13.18,1942,47483,0.022,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
BRA,South America,Brazil,1/6/2022,22328252,NULL,NULL,619654,NULL,NULL,104340.824,NULL,NULL,2895.668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NULL,2.2,75.88,0.765,NULL,NULL,NULL,NULL
