iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHL,South America,Chile,7/25/2020,343592,2288,2106.571,9020,106,82.143,17883.902,119.09,109.647,469.489,5.517,4.276,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19133,1496821,77.909,0.996,16646,0.866,0.1266,7.9,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.72,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,7/26/2020,345790,2198,2122.857,9112,92,87,17998.308,114.406,110.494,474.278,4.789,4.528,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19709,1516530,78.935,1.026,17215,0.896,0.1233,8.1,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.72,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,9882.3,15.46,9.77,514.3719445
CHL,South America,Chile,7/27/2020,347923,2133,2127.714,9187,75,79.143,18109.33,111.022,110.747,478.182,3.904,4.119,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21544,1538074,80.056,1.121,17958,0.935,0.1185,8.4,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.72,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,7/28/2020,349800,1877,2159.571,9240,53,80.429,18207.027,97.698,112.405,480.94,2.759,4.186,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17596,1555670,80.972,0.916,18673,0.972,0.1157,8.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.72,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,7/29/2020,351575,1775,2167.571,9278,38,79.429,18299.416,92.388,112.822,482.918,1.978,4.134,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17130,1572800,81.864,0.892,19293,1.004,0.1124,8.9,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.72,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,7/30/2020,353536,1961,2111,9377,99,77,18401.485,102.07,109.877,488.071,5.153,4.008,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20295,1593095,82.92,1.056,19497,1.015,0.1083,9.2,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.72,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,7/31/2020,355667,2131,2051.857,9457,80,77.571,18512.404,110.918,106.799,492.235,4.164,4.038,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22874,1615969,84.111,1.191,19754,1.028,0.1039,9.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.72,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/1/2020,357658,1991,2009.429,9533,76,73.286,18616.035,103.631,104.59,496.191,3.956,3.815,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24398,1640367,85.381,1.27,20507,1.067,0.098,10.2,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/2/2020,359731,2073,1991.571,9608,75,70.857,18723.934,107.899,103.661,500.095,3.904,3.688,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24899,1665266,86.677,1.296,21248,1.106,0.0937,10.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,10103.2,15.22,9.08,525.8697499
CHL,South America,Chile,8/3/2020,361493,1762,1938.571,9707,99,74.286,18815.646,91.712,100.902,505.248,5.153,3.867,0.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24269,1689535,87.94,1.263,21637,1.126,0.0896,11.2,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/4/2020,362962,1469,1880.286,9745,38,72.143,18892.107,76.461,97.869,507.226,1.978,3.755,0.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18857,1708392,88.921,0.982,21817,1.136,0.0862,11.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/5/2020,364723,1761,1878.286,9792,47,73.429,18983.767,91.66,97.764,509.672,2.446,3.822,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21398,1729790,90.035,1.114,22427,1.167,0.0838,11.9,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/6/2020,366671,1948,1876.429,9889,97,73.143,19085.16,101.393,97.668,514.721,5.049,3.807,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22802,1752592,91.222,1.187,22785,1.186,0.0824,12.1,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/7/2020,368825,2154,1879.714,9958,69,71.571,19197.275,112.115,97.839,518.312,3.591,3.725,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25243,1777835,92.536,1.314,23124,1.204,0.0813,12.3,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/8/2020,371023,2198,1909.286,10011,53,68.286,19311.681,114.406,99.378,521.071,2.759,3.554,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27037,1804872,93.943,1.407,23501,1.223,0.0812,12.3,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/9/2020,373056,2033,1903.571,10077,66,67,19417.498,105.817,99.081,524.506,3.435,3.487,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28460,1833332,95.425,1.481,24009,1.25,0.0793,12.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,10253.3,14.92,6.34,533.682428
CHL,South America,Chile,8/10/2020,375044,1988,1935.857,10139,62,61.714,19520.973,103.475,100.761,527.733,3.227,3.212,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26012,1859344,96.779,1.354,24258,1.263,0.0798,12.5,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/11/2020,376616,1572,1950.571,10178,39,61.857,19602.795,81.822,101.527,529.763,2.03,3.22,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22249,1881593,97.937,1.158,24743,1.288,0.0788,12.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/12/2020,378168,1552,1920.714,10205,27,59,19683.577,80.781,99.973,531.168,1.405,3.071,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19348,1900941,98.944,1.007,24450,1.273,0.0786,12.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/13/2020,380034,1866,1909,10299,94,58.571,19780.702,97.125,99.363,536.061,4.893,3.049,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23628,1924569,100.173,1.23,24568,1.279,0.0777,12.9,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/14/2020,382111,2077,1898,10340,41,54.571,19888.809,108.107,98.791,538.195,2.134,2.84,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27618,1952187,101.611,1.438,24907,1.296,0.0762,13.1,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/15/2020,383902,1791,1839.857,10395,55,54.857,19982.03,93.221,95.764,541.058,2.863,2.855,0.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28499,1980686,103.094,1.483,25116,1.307,0.0733,13.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/16/2020,385946,2044,1841.429,10452,57,53.571,20088.42,106.39,95.846,544.025,2.967,2.788,0.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30882,2011568,104.702,1.607,25462,1.325,0.0723,13.8,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,10351.2,14.57,4.2,538.7781055
CHL,South America,Chile,8/17/2020,387502,1556,1779.714,10513,61,53.429,20169.41,80.99,92.634,547.2,3.175,2.781,0.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25289,2036857,106.018,1.316,25359,1.32,0.0702,14.2,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/18/2020,388855,1353,1748.429,10546,33,52.571,20239.833,70.423,91.005,548.917,1.718,2.736,0.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23199,2060056,107.226,1.208,25495,1.327,0.0686,14.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/19/2020,390037,1182,1695.571,10578,32,53.286,20301.356,61.523,88.254,550.583,1.666,2.774,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19275,2079331,108.229,1.003,25484,1.326,0.0665,15,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/20/2020,391849,1812,1687.857,10671,93,53.143,20395.67,94.314,87.853,555.424,4.841,2.766,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26278,2105609,109.597,1.368,25863,1.346,0.0653,15.3,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/21/2020,393769,1920,1665.429,10723,52,54.714,20495.606,99.936,86.685,558.13,2.707,2.848,0.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28669,2134278,111.089,1.492,26013,1.354,0.064,15.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/22/2020,395708,1939,1686.571,10792,69,56.714,20596.531,100.925,87.786,561.722,3.591,2.952,0.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29727,2164005,112.636,1.547,26188,1.363,0.0644,15.5,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/23/2020,397665,1957,1674.143,10852,60,57.143,20698.392,101.861,87.139,564.845,3.123,2.974,0.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31981,2195986,114.301,1.665,26345,1.371,0.0635,15.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,10636.1,14.5,12.33,553.6070994
CHL,South America,Chile,8/24/2020,399568,1903,1723.714,10916,64,57.571,20797.443,99.051,89.719,568.176,3.331,2.997,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27454,2223440,115.73,1.429,26655,1.387,0.0647,15.5,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/25/2020,400985,1417,1732.857,10958,42,58.857,20871.197,73.755,90.195,570.362,2.186,3.064,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24503,2247943,117.005,1.275,26841,1.397,0.0646,15.5,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/26/2020,402365,1380,1761.143,10990,32,58.857,20943.026,71.829,91.667,572.028,1.666,3.064,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20257,2268200,118.059,1.054,26981,1.404,0.0653,15.3,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/27/2020,404102,1737,1750.429,11072,82,57.286,21033.437,90.411,91.109,576.296,4.268,2.982,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27019,2295219,119.466,1.406,27087,1.41,0.0646,15.5,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/28/2020,405972,1870,1743.286,11132,60,58.429,21130.77,97.333,90.738,579.419,3.123,3.041,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30274,2325493,121.041,1.576,27316,1.422,0.0638,15.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/29/2020,408009,2037,1757.286,11181,49,55.571,21236.795,106.025,91.466,581.969,2.55,2.892,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32237,2357730,122.719,1.678,27675,1.44,0.0635,15.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,8/30/2020,409974,1965,1758.429,11244,63,56,21339.073,102.278,91.526,585.248,3.279,2.915,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34769,2392499,124.529,1.81,28073,1.461,0.0626,16,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,10872,14.38,10.52,565.8856522
CHL,South America,Chile,8/31/2020,411726,1752,1736.857,11289,45,53.286,21430.265,91.191,90.403,587.59,2.342,2.774,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31914,2424413,126.19,1.661,28710,1.494,0.0605,16.5,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/1/2020,413145,1419,1737.143,11321,32,51.857,21504.123,73.859,90.418,589.256,1.666,2.699,1.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26326,2450739,127.561,1.37,28971,1.508,0.06,16.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/2/2020,414739,1594,1767.714,11344,23,50.571,21587.091,82.967,92.009,590.453,1.197,2.632,1.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22746,2473485,128.744,1.184,29326,1.526,0.0603,16.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/3/2020,416501,1762,1771.286,11422,78,50,21678.802,91.712,92.195,594.513,4.06,2.602,1.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27242,2500727,130.162,1.418,29358,1.528,0.0603,16.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/4/2020,418469,1968,1785.286,11494,72,51.714,21781.236,102.434,92.924,598.261,3.748,2.692,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31968,2532695,131.826,1.664,29600,1.541,0.0603,16.6,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/5/2020,420434,1965,1775,11551,57,52.857,21883.514,102.278,92.388,601.227,2.967,2.751,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34595,2567290,133.627,1.801,29937,1.558,0.0593,16.9,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/6/2020,422510,2076,1790.857,11592,41,49.714,21991.57,108.055,93.214,603.362,2.134,2.588,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35289,2602579,135.464,1.837,30011,1.562,0.0597,16.8,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,10965.6,14.07,4.07,570.7575154
CHL,South America,Chile,9/7/2020,424274,1764,1792.571,11652,60,51.857,22083.386,91.816,93.303,606.485,3.123,2.699,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30987,2633566,137.077,1.613,29879,1.555,0.06,16.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/8/2020,425541,1267,1770.857,11682,30,51.571,22149.333,65.947,92.173,608.046,1.561,2.684,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27980,2661546,138.533,1.456,30115,1.567,0.0588,17,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/9/2020,427027,1486,1755.429,11702,20,51.143,22226.679,77.346,91.37,609.087,1.041,2.662,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21805,2683351,139.668,1.135,29981,1.561,0.0586,17.1,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/10/2020,428669,1642,1738.286,11781,79,51.286,22312.145,85.466,90.477,613.199,4.112,2.669,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28313,2711664,141.142,1.474,30134,1.568,0.0577,17.3,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/11/2020,430535,1866,1723.714,11850,69,50.857,22409.27,97.125,89.719,616.79,3.591,2.647,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34082,2745746,142.916,1.774,30436,1.584,0.0566,17.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
CHL,South America,Chile,9/12/2020,432666,2131,1747.429,11895,45,49.143,22520.188,110.918,90.953,619.133,2.342,2.558,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38062,2783808,144.897,1.981,30931,1.61,0.0565,17.7,tests performed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.94,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NULL,2.11,80.18,0.851,NULL,NULL,NULL,NULL
